id;isi_berita;tema
152;"Chelsea sempat mengungguli Arsenal sebelum kalah 1-2. Untuk ukuran tim 'baru', Morgan Rogers merasa The Blues sudah tampil cukup baik. Chelsea unggul cepat saat tandang ke Emirates Stadium, Minggu (6/9/2026) malam WIB. Morgan Rogers membawa mereka unggul saat laga baru berjalan dua menit. Tapi Arsenal keluar dari tekanan dan mulai menjepit tamunya tersebut. Setelah gol Riccardo Calafiori dianulir, mereka menyamakan skor pada menit ke-25 melalui Kai Havertz. Gol Martin Odegaard pada menit ke-50 lantas menjadi penentu kemenangan buat The Gunners. Secara umum, Arsenal memang lebih dominan di pertandingan ini dan pantas menang. Tapi Chelsea di lain sisi sempat bikin sang juara bertahan kacau khususnya di awal pertandingan. Itu menjadi tanda yang menjanjikan, mengingat ini baru laga ketiga bersama Xabi Alonso di Liga Inggris. Sebagai catatan, Alonso baru datang musim tahun ini menggantikan Enzo Maresca. ""Kami kecewa. Kami datang ke sini dengan misi untuk menang, namun kami gagal mewujudkannya. Jadi, tentu saja para pemain merasa kecewa. Tapi musim ini masih panjang dan tempat ini adalah lokasi yang sulit untuk ditaklukkan,"" kata Rogers di situs Chelsea. ""Menurut saya, kami sudah menunjukkan performa yang bagus. Kami bermain dengan baik di sebagian besar jalannya pertandingan, menciptakan peluang, dan bertahan dengan solid saat dibutuhkan. Tentu saja, situasinya berat, mereka sedang dalam performa terbaik saat ini dan punya kepercayaan diri yang tinggi."" (raw/ran)";olahraga
153;"Suporter Valencia berang usai tim kesayangan mereka dihabisi Barcelona di kandang sendiri. Mereka mengkritik para pemain sampai presiden klub. Valencia kalah 0-5 pada pekan keempat Liga Spanyol di Mestalla, Minggu (6/9/2026) kemarin. Gol-gol dari Lamine Yamal (2), Fermin Lopez, Raphinha, dan Pedri memastikan tim tamu pulang dengan tiga poin dan mantap di puncak klasemen sementara dengan 12 poin. Sementara bagi Valencia, itu menjadi kekalahan ketiga beruntun di kancah domestik dari empat laga. Mereka juga terperosok ke dasar klasemen karena baru meraih satu poin. Situasi ini membuat suporter meluapkan kekesalan mereka usai laga. ESPN melaporkan ribuan fan berkumpul di luar Mestalla dan menyindir para pemain dengan sebutan ""tentara bayaran"". Sasaran kemarahan juga dialamatkan kepada presiden Valencia, Kiat Lim dan juga ayahnya yang merupakan pemilik klub, Peter Lim. Keduanya diminta ""pulang saja"". Kiat Lim hadir di Mestalla dan duduk di sebelah presiden Barcelona Joan Laporta. Kekesalan suporter sebetulnya sudah tampak ketika para fan tak kunjung masuk stadion meski laga sudah dimulai dan memilih untuk berdemo. Tribune yang biasa diisi para ultras juga kosong di awal laga. | Vídeo @DepCOPEValencia | 🦇 🟨 Cientos de valencianistas protestan a las puertas de Mestalla tras caer 0-5 en el Barça 🗣️ Cánticos contra Lim, la directiva, los jugadores y Carlos Corberán 📻 Contado en @tjcope pic.twitter.com/6xpG2XkMJV Lalu para pemain dan pelatih Carlos Corberan pun disoraki di tengah laga dan seusai peluit panjang. Terlihat juga spanduk kritik untuk Lim di tribune. Keluarga Lim sudah memiliki Valencia sejak 2014. Namun relasi para fan dengan keluarga Lim tak pernah baik selama beberapa tahun terakhir karena prestasi klub terbilang biasa-biasa saja. Selama lebih dari sedekade dipimpin keluarga asal Singapura itu, Valencia hanya menambah satu trofi, yakni Copa del Rey pada 2019. Mereka juga lebih banyak berkutat di papan tengah ke bawah. (adp/krs)";olahraga
154;"Fiorentina langsung memecat Fabio Grosso dari kursi pelatih. La Viola memberhentikannya meski Serie A baru berjalan tiga pekan. Fiorentina mengumumkannya di media sosial. Grosso diberhentikan per Senin (7/9) WIB. ""ACF Fiorentina mengumumkan bahwa Fabio Grosso telah diberhentikan, efektif mulai hari ini, dari jabatannya sebagai pelatih Tim Utama putra,"" tulis Fiorentina. Pemecatan ini disinyalir karen laju buruk Fiorentina di Serie A 2026/2027. David De Gea Cs menelan hat-trick kekalahan di tiga laga pertama. Fiorentina mengawali Liga Italia musim ini dengan dibantai 0-4 oleh AS Roma. Fiorentina kemudian kembali keok 0-3 dari tim promosi Frosinone, terakhir disikat Torino 1-2 akhir pekan lalu. Tiga kekalahan itu menempatkan tim asal Florence itu di dasar klasemen Liga Italia. Cuma sekali kemenangan sempat diberikan Grosso di awal musim ini. Itu terjadi saat mengalahkan Benevento 4-1 di babak pertama coppa Italia. Grosso sedianya baru ditunjuk sebagai pelatih Fiorentina pada Juni lalu, menggantikan Paolo Vanoli. Pahlawan Italia di Piala Dunia 2006 itu dimodali rekrutan peminjaman seperti Franco Mastantuono dari Real Madrid hingga Alex Jimenez dari Bournemouth. Namun, Fabio Grosso gagal mengangkat performa tim. Alhasil, pelatih yang musim lalu menukangi Jay Idzes Cs di Sassuolo itu angsung dipecat Fiorentina di awal musim. (yna/ran)";olahraga
155;"Ezri Konsa tampi oke dalam laga derby London. Manajer Arsenal, Mikel Arteta, memuji tekel Konsa dalam upaya merebut bola dari Morgan Rogers. Arsenal menjamu Chelsea di Emirates Stadium dalam lanjutan Liga Inggris, Minggu (7/9/2026) malam WIB. Meriam London menang 2-1. Pertandingan ini menjadi debut Konsa sebagai starter bersama Arsenal dan juga tampil di kandang. Mantan bek Aston Villa tersebut tampil sangat oke bersama Gabriel Magalhaes. Aksi luar biasa Konsa pada babak kedua menjadi sorotan saat dirinya menghilangkan penguasaan bola dari kaki Rogers. Konsa dengan penuh percaya diri melakukan tekel sambil meluncurkan badannya dan membuat Rogers gagal mendekati kotak penalti. Ezri Konsa, timed to perfection 🤌 🔴 @Arsenal pic.twitter.com/9Suh15Oioz ""Sebuah tekel yang sangat khas Inggris, penonton langsung bereaksi - terkadang kalian lebih menyukai itu daripada gol! Itu luar biasa, tentu saja,"" kara Arteta yang dikutip dari situs resmi Arsenal. ""Dia menjalani lima atau enam sesi latihan dan cara dia bermain man-to-man melawan lawan seperti Joao Pedro - menurut saya dia fenomenal,"" sambungnya. Chelsea sempat memimpin 1-0 di menit kedua lewat tembakan kejut Morgan Rogers. Setelah kebobolan, Arsenal agresif menekan. Kai Havertz berhasil membuat Arsenal menyamakan skor 1-1 di menit ke-25. Gol kemenangan 2-1 Arsenal datang pada menit ke-50 melalui Martin Odegaard. (ran/raw)";olahraga
156;"Timnas basket putra Indonesia masuk grup neraka di Asian Games 2026. CdM Todotua Pasaribu optimistis! Timnas basket putra Indonesia melakoni persiapan akhir sebelum terbang ke Jepang mengikuti Asian Games 2026. Ketua Umum Persatuan Bola Basket Seluruh Indonesia (Perbasi) Budi Djiwandono datang langsung ke latihan untuk melepas sekaligus memberi semangat. ""Kami hadir bukan hanya untuk melihat, tetapi juga memberikan semangat,"" kata Budi bersama CdM Todotua Pasaribu di kawasan Jakarta Selatan, Sabtu (5/9/2026). Bagaimana pun, lolosnya Indonesia ke Asian Games adalah rezeki karena ada slot yang terbuka. ""Kita ketahui bersama, tadinya timnas putra belum terkualifikasi untuk Asian Games. Namun, karena kemarin ada slot yang terbuka, akhirnya Indonesia bisa berkompetisi,"" ujarnya. Di Asian Games Aichi-Nagoya 2026, Indonesia berada di grup neraka bersama Jepang, Korea Selatan, dan Arab Saudi. Namun, Budi meminta semangat atletnya tetap menyala. ""Kami tahu bahwa perjuangan ini tidak mudah dan tim-tim yang akan mereka hadapi adalah tim-tim hebat dari Asia. Namun, saya yakin dengan pengalaman yang ada, beberapa atlet sudah memiliki pengalaman yang cukup panjang, dan diperkuat dengan bibit-bibit muda, saya rasa ini merupakan kombinasi yang baik untuk menghadapi tim-tim tersebut,"" kata Budi. ""Kami yakin. Tadi kami juga menitipkan kepada pelatih dan para atlet untuk memberikan yang terbaik. Kami ingin mereka berkompetisi sebagus-bagusnya. Kita doakan mereka bisa memberikan hasil yang terbaik,"" tegasnya. Sementara itu, CdM Todotua Pasaribu memastikan Timnas basket putra menjadi delegasi pertama Indonesia yang akan berangkat ke Negeri Matahari tersebut. Mereka akan terbang pada Senin (7/9), dan mulai bertanding pada 10 September. ""Harapannya, tim basket kita ini bisa menjadi endorsement yang positif. Jadi, ketika nanti pembukaan, kita yakin dan percaya tim basket kita sudah bisa memberikan yang terbaik, sehingga pada saat pembukaan Asian Games pun kita sudah punya kabar yang baik,"" kata Todotua. Todotua mengaku sudah 2-3 kali meninjau tim ini. Sebagai bagian dari keluarga besar Perbasi, ia punya keyakinan tinggi. ""Kita yakin dan percaya ini momentum yang harus kita manfaatkan betul-betul. Harapannya, dari sisi atlet, saya sendiri punya keyakinan bahwa tim ini bisa membawa pulang medali nanti,"" ujarnya. ""Persiapan di sana, mereka nanti akan masuk ke kompleks Athlete Village sebagai persiapan. Kami dari CDM juga akan memberikan dukungan dan backup. Pada saat mereka masuk, official team dari CDM juga sudah akan stand by,"" tegas Todotua. (mcy/aff)";olahraga
157;"Mata Derrick Michael Xzavierro berbinar saat berbicara soal Asian Games 2026. Dia akan mewujudkan mimpi masa kecilnya! ""Aku ingat terakhir kali menonton Asian Games itu saat digelar di Jakarta. Asian Games di Jakarta benar-benar seperti mimpi buat aku. Waktu itu aku masih SMA dan datang ke Gelora Bung Karno hanya untuk menonton. Suasananya benar-benar bagus, begitu juga dengan penontonnya,"" kata Derrick saat ditemui di Jakarta Selatan, Sabtu (6/9/2026). Tak ayal, saat mimpi itu terwujud, Derrick mengaku benar-benar antusias. Apalagi klub tempat ia bernaung saat ini, Saga Ballooners, mengizinkannya memperkuat Indonesia. ""Aku antusias banget karena ini pertama kalinya aku tampil di Asian Games,"" ujarnya. ""Ini juga merupakan salah satu impianku sejak kecil untuk bisa bermain di Asian Games. Jadi, aku ingin membuat semuanya benar-benar berarti."" Di Asian Games, Derrick dan kawan-kawan langsung menghadapi tantangan besar. Ia akan melawan tuan rumah di Aichi-Nagoya pada 10 September 2026. Alih-alih gentar, Derrick justru makin semangat. Apalagi, Derrick sudah terbiasa dengan atmosfer basket Jepang. Kini ia akan merasakannya dengan jersey Merah Putih. ""Kami akan bermain melawan Jepang. Aku tahu arenanya akan sangat besar, salah satu arena terbesar di B.League. Jadi, aku sangat excited untuk bermain di sana,"" ujarnya. Tak hanya itu, Derrick juga semakin bersemangat karena rekan-rekannya di Jepang juga bakal mendukungnya secara penuh saat di Asian Games nanti. ""Oh iya, semua teman-teman saya di Jepang, B.League dan tim saya, benar-benar mendukung saya. Kemarin saya juga sempat latihan sekitar sebulan di sana. Mereka bilang, 'Kami akan menonton pertandinganmu. Lakukan yang terbaik. Kami akan mendukungmu.'"" ""Walaupun mereka berasal dari Jepang, mereka tetap mendukung saya sebagai salah satu pemain mereka. Jadi, saya sangat beruntung bisa berada di Saga juga. Mereka memberikan dukungan penuh kepada Indonesia,"" ujarnya. Pebasket berusia 23 tahun ini pun membeberkan target pribadinya dalam debutnya di Asian Games 2026. ""Target pribadi pastinya menang sebanyak-banyaknya dan memberikan kontribusi sebagus-bagusnya untuk tim. Semoga kami bisa memenangkan setiap pertandingan. Setidaknya kami bisa lolos ke grup berikutnya,"" kata Derrick. ""Untuk masyarakat Indonesia, aku sangat membutuhkan dukungan, full support. Jangan setengah-setengah dalam memberikan dukungan,"" ucapnya. (mcy/aff)";olahraga
158;"Perjalanan Bintang Akbar/Sofyan Rachman di AVC Beach Continental 2026 harus berakhir di perempatfinal. Mereka sudah main maksimal. Dalam pertandingan yang berlangsung di Shangluo, China, Sabtu (5/9/2026), pasangan voli pantai Indonesia itu kalah 1-2 dari wakil Australia Thomas Hodges/Ben Hood. Bintang/Sofyan sempat berada di atas angin setelah merebut set pembuka 21-19. Namun, Hodges/Hood membalikkan keadaan dengan memenangi dua set berikutnya 21-14 dan 15-13 sekaligus memastikan tiket semifinal. Kegagalan tersebut menjadi kekalahan pertama Bintang/Sofyan selama tampil di turnamen ini. Sebelum memasuki perempat final, mereka selalu menang dan bahkan belum pernah kehilangan satu set. Pelatih Timnas voli pantai Indonesia Slamet Mulyanto mengatakan anak-anaknta sudah main maksimal. ""Pertama-tama kami mohon maaf, hanya sampai perempat final. Anak-anak sudah maksimal,"" kata Slamet dalam kutipam cepatnya, Sabtu (5/9/2026). ""Set pertama anak-anak bermain bagus. Start kedua awalnya bagus, leading 8-6. Namun, lawan bikin ulah, mancing emosi, memperlambat permainan dan tiga kali protes ke wasit, hingga dapat kartu kuning. Hal itu membuat anak-anak terpengaruh,"" ujarnya. Slamet menilai lawan memiliki postur tubuh yang lebih tinggi sehingga overblok-nya sulit dihentikan. ""Lawan tinggi, overblok, susah dihentikan. Jam terbang bicara, dalam keadaan ketat gini, lawan bisa mempengaruhi tempo, itu yang tidak diantisipasi anak-anak. Harusnya anak-anak kembali dengan cepat ke bentuk permainannya,"" kata Slamet. ""Set ketiga, bisa mengimbangi, tetapi lawan memang harus diakui tampil lebih baik, lebih punya banyak pengalaman. Jam terbang berbicara, salah satu pemainnya sudah dua kali tampil di Olimpiade,"" tuturnya. Slamet berharap pengalaman tampil di AVC Beach Continental dapat dijadikan bekal untuk Asian Games di Aichi-Nagoya, 19 September hingga 4 Oktober mendatang. ""Anak-anak harus lebih konsisten dan tidak terpengaruh lawan. Kini kami bersiap tampil di Asian Games,"" kata Slamet. (mcy/aff)";olahraga
159;"Pasangan Rafalentino Ali Da Costa/Ethan David Zapp selangkah menuju gelar juara Men's World Tennis Championship 2026. Ini setelah mereka lolos ke final. Pada laga semifinal Seri IV ITF World Tennis Tour M-15 di Bali Beach Country Club, Jumat (4/9/2026), Rafalentino/Ethan menghadapi unggulan keempat Sebastian Grundtvic Jorgensen/Ryotaro Taguchi. Rafalentino/Ethan bermain prima sedari set pertama sebelum menang 6-4 dan 6-4 atas pasangan gado-gado Denmark dan Jepang. Mereka tak takut meladeni perlawanan Sebastian/Ryotaro yan berperingkat lebih tinggi. Setelah menang 6-4 di se pertama, Rafalentino lewat forehand maupun backhand yang mematikan serta Ethan dengan cegatan voli di depan net memaksa Sebastian/Ryotaro kalah dengan skor serupa dalam total durasi pertandingan selama 1 jam 6 menit di set kedua. Rafalentino pun menyebut kemenangan ini jado kado ulang tahun rekannya. Dia juga mewanti-wanti agar selalu waspada dan tidak menganggap remeh lawan di final. ""Kemenangan ini jadi kado terbaik untuk ultah ke-17 Ethan David. Ini juga jadi rekor tersendiri bagi kami karena bisa mencapai final pertama kalinya di nomor ganda,"" ujar Rafalentino dalam rilis kepada detikSport. ""Kami harrus fokus dan tidak boleh lengah sama sekali di setiap gamenya. Ini menjadi faktor penting dalam kemenangan hari ini,"" sambungnya. Sementara, Ethan memuji semangat Rafalentino serta kemampuan rekannya mengatur strategi dengan baik, di saat poin-poin kritis. ""Dia bagus sekali saat menghadapi tekanan dan bisa membantu saya. Kami harus tetap fokus untuk final,"" papar Ethan. Pada laga final, Sabtu (5/9) besok ,mereka menantang unggulan Alexander ChangPablo Perez Ramos. Pasangan gado-gado dari Amerika Serikat dan Spanyol ini sukses menyudahi Shanker Heisnam/Karan Singh dari India 6-3 dan 6-4. Sementara itu di sektor tunggal putra tuan rumah Indonesia gagal menempatkan wakilnya kebabak semifinal. Nathan Barki dipaksa harus menyerah dua set langsung dari petenis India Karan Singh, lewat pertarungan selama 1 jam 16 menit. Selanjutnya Karan Singh yang merupakan unggulan keempat akan bertemu Ryotaro Taguchi, setelah petenis asal Jepang ini menang rubbet set dari Hayden Jones 6-0 5-7 dan 7-5. (mrp/ran)";olahraga
160;"Bali jadi tuan rumah turnamen catur level internasional akhir Oktober. Tak sekadar adu tangkas, turnamen ini juga bertujuan menggenjot pariwisata Pulau Dewata. Turnamen ini bernama Catur Bali Fide Rated Kapal Api Chess Festival 2026 yang digelar di Hotel Ululani, Uluwatu, Bali, 30 Oktober sampai 5 November. Ajang ini digagas oleh Ketua Umum Pengurus Cabang Persatuan Catur Seluruh Indonesia (Pengprov Percasi) Kabupaten Muna, Sulawesi Tenggara, Jalaluddin Madjinuhu, yang mendapat dukungan dari PB Percasi dan klub Jayakarta Muda Jakarta. Bakal ada total hadiah RP 112 juta di mana Rp 20 juta akan diberikan kepada sang juara. Sejauh ini sudah ada 300 peserta yang berencana mengikuti ajang itu, baik dari dalam maupun luar negeri. Dari Indonesia, baru atlet-atlet Jawa Timur, Bali, Sulawesi Tenggara, Nusa Tenggara Barat, dan Nusa Tenggara Timur yang mendaftar. Menurut Jalaludin, jumlah peserta yang cukup banyak ini sesuai dengan daya tampung Ballroom Hotel Ululani, Bali yang akan menjadi arena pertandingan. Diharapkan nantinya, para peserta telah lolos persyaratan sesuai peraturan FIDE. ""Saat ini sekitar 300 calon peserta sudah bersurat kepada FIDE untuk mengikuti turnamen ini. Dari dalam negeri sendiri beberapa daerah sudah konfirmasi kepada saya seperti dari Jawa Timur sebanyak 50 pecatur, Bali (50 pecatur), Sulawesi Tenggara(25 pecatur), serta dari NTT dan NTB,"" ujar Jalaludin dalam rilis kepada detikSport. ""Karena turnamen pertama ini berkategori challenger maka pesertanya adalah pecatur yang memiliki elo rating di bawah 2000,"" sambungnya. Lebih lanjut, pemilihan Pulau Bali sebagai tempat penyelenggara, agar turnamen catur level international tidak hanya berlangsung di Pulau Jawa saja. Ini juga bisa berdampak positif bagi pariwisata Bali selama turnamen berlangsung. ""Pemilihan Bali, selain sebagai destinasi wisata. juga karena letaknya di tengah-tengah, hingga para peserta dari Pulau Kalimantan, Sulawesi, serta dari Indonesia Bagian Timur lainnya, bisa ikut ambil bagian,"" papar Jalaludin. Selama ini turnamen catur bertaraf international atau FIDE Rated di Indonesia hanya ada satu kali. Dengan digelarnya turnamen Kapal Api Chess Festival 2026, maka jumlah turnamen bertaraf international di Tanah Air diharapkan semakin banyak. ""Jadi tak usah jauh-jauh ke luar negeri untuk mencari poin elo rating, sebaliknya bagi peserta dari luar negeri juga bisa sekalian berlibur di Bali. Jika turnamen pembuka ini sukses, ke depannya akan dijadikan kalender tetap tiap tahunnya dan titelnya akan berubah menjadi open,"" demikian Jalaludin. (mrp/ran)";olahraga
161;"FIA World Endurance Championship 2026 memasuki paruh kedua musim. Team WRT 32 lebih percaya diri meraih hasil bagus. Dari empat balapan awal, selalu muncul pemenang berbeda. Team WRT #69 (BMW) menaklukkan seri pembuka di Imola, lalu Garage 59 #10 (McLaren) finis pertama di Spa. Dua tim penggeber Corvette memenangi dua balapan terakhir di Le Mans serta Sao Paulo, yakni TF Sport #33 dan Racing Team Turkey #34. TF Sport 33 sekarang memimpin klasemen dengan keunggulan 27 poin atas tim juara bertahan kelas LMGT3, The Bend Manthey #92 (Porsche). Keunggulan dengan selisih poin lumayan besar itu pun didapat karena TF Sport 33 menang di Le Mans yang memberikan poin ganda. Selebihnya, dari Manthey 92 di peringkat dua hingga tim di posisi ke-10 hanya berselisih 19 poin. Ini menggambarkan betapa persaingan di LMGT3 sangat terbuka musim ini. Menariknya lagi menatap putaran lima FIA WEC, Lone Star Le Mans atau 6 Hours of COTA akhir pekan ini, untuk kali pertama dua tim pemenang di dua kelas tahun lalu absen. Porsche Penske tak melanjutkan program Hypercar tahun ini. Sementara tim United Autosports #95 yang tahun lalu menang di COTA bersama Sean Gelael, Darren Leung, dan Marino Sato juga absen dari program LMGT3 tahun ini. Mereka memilih fokus untuk menjadi partner operasional McLaren untuk tampil di Hypercar 2027. Mobil McLaren sendiri masih ada di LMGT3, tapi manajemennya pindah ke tim Garage 59 dengan mengoperasikan mobil nomor 10 dan 58. Sean dan Darren masih bersatu dan punya ingatan baik soal kemenangan tahun lalu. Namun kali ini cerita pasti berbeda karena mereka mengendarai BMW bersama Augusto Farfus di Team WRT #32. ""Musim liburan telah berakhir, sekarang saatnya fokus tantangan berat di hadapan,"" tulis akun resmi Team WRT. Race 6 Hours of COTA disiarkan langsung secara livestreaming di kanal youtube KUY Entertainment, Senin (7/9) mulai pukul 01.00 WIB. (mrp/ran)";olahraga
162;"Pasangan voli pantai Indonesia Bintang Akbar/Sofyan Rachman sukses mengunci status juara Grup E AVC Beach Continental 2026 dan melenggang mulus ke babak 16 besar. Di babak berikutnya, mereka akan melawan Selandia Baru. Kemenangan telak 2-0 atas wakil Jepang Takahashi/Ikeda di Shangluo, Kamis (3/9/2026), jadi penutup sempurna fase grup. Skor 21-16, 21-15 menutup laga yang sebenarnya duel perebutan puncak klasemen. Dalam keterangan tertulis federasi, Bintang/Sofyan tampil dominan sejak awal pertandingan dan mengamankan set pertama dengan kemenangan 21-16. Permainan pasangan Indonesia tetap terjaga pada set kedua hingga mereka kembali unggul 21-15. Kemenangan atas wakil Jepang sekaligus mempertahankan rekor sempurna Bintang/Sofyan selama fase grup. Mereka berhasil memenangkan seluruh tiga pertandingan tanpa sekalipun kehilangan set. Pertemuan dengan Takahashi/Ikeda memang menjadi laga penting untuk menentukan pemuncak klasemen Grup E. Kedua pasangan sebelumnya sama-sama mengoleksi dua kemenangan dan belum pernah kehilangan satu set pun. Bintang/Sofyan lebih mampu menjaga konsistensi dalam laga tersebut. Setelah mengamankan set pembuka 21-16, pasangan Indonesia kembali tampil solid untuk menyelesaikan pertandingan dengan kemenangan 21-15 pada set kedua. Sebelum menghadapi pasangan Jepang, Bintang/Sofyan lebih dahulu meraih kemenangan atas wakil Hong Kong Wong Pui Lam/Chong Kei Loi. Dalam pertandingan pembuka Grup E, mereka menang dua set langsung 21-10 dan 21-12. Pada pertandingan kedua yang berlangsung Rabu (2/9/2026), pasangan Indonesia kembali meraih kemenangan. Kali ini, Yakovlev/Mokhammad dari Kazakhstan mereka kalahkan dengan skor 21-17 dan 21-15. Dari tiga pertandingan tersebut, Bintang/Sofyan mengumpulkan enam kemenangan set tanpa sekali pun kalah. Hasil itu memastikan mereka berada di posisi teratas Grup E sekaligus membuka jalan menuju fase gugur. Di babak 16 besar, Di 16 besar, ujian berikutnya sudah menunggu. Sam O'Dea/Ben O'Dea dari Selandia Baru jadi lawan yang harus ditaklukkan Bintang/Sofyan. Target pelatih Slamet Mulyanto dari awal memang menjadi juara grup. Dan itu sudah tercapai. Bintang/Sofyan diminta naik level. ""Bintang/Sofyan bermain sangat baik. Lawan Selandia Baru, tidak boleh kendur. Gas terus, harus menang,"" tegas Slamet. (mcy/aff)";olahraga
163;Kyrgyzstan - Pemandangan udara venue VI World Nomad Games terlihat di Kyrchyn Gorge, Issyk-Kul, Kyrgyzstan, saat ajang budaya dan olahraga nomaden berlangsung. Kyrchyn Gorge di wilayah Issyk-Kul, Kyrgyzstan, berubah menjadi salah satu pusat perhelatan VI World Nomad Games 2026. Dari udara, kawasan yang berada di tengah lanskap pegunungan tersebut tampak dipenuhi fasilitas dan area kegiatan untuk menyambut ribuan peserta serta pengunjung dari berbagai negara. REUTERS/Pavel Mikheyev VI World Nomad Games berlangsung pada 31 Agustus hingga 6 September 2026. Upacara pembukaan digelar di Bishkek pada 31 Agustus, sementara rangkaian pertandingan dan kegiatan budaya dilaksanakan di sejumlah lokasi di wilayah Issyk-Kul, termasuk Kyrchyn Gorge. REUTERS/Pavel Mikheyev World Nomad Games merupakan ajang internasional yang menggabungkan olahraga tradisional dengan kebudayaan masyarakat nomaden. Perhelatan tersebut tidak hanya mempertandingkan kemampuan para atlet, tetapi juga menjadi ruang untuk memperkenalkan kembali permainan tradisional, kesenian, kerajinan, kuliner, dan warisan budaya masyarakat dari berbagai negara. REUTERS/Pavel Mikheyev Pada penyelenggaraan 2026, sekitar 3.000 atlet dari 109 negara ambil bagian dalam kompetisi, menurut informasi dari kantor berita nasional Kyrgyzstan Kabar. Sebelumnya, panitia menyebut kompetisi mencakup puluhan cabang olahraga, termasuk berbagai olahraga tradisional yang berkaitan erat dengan kehidupan masyarakat nomaden. REUTERS/Pavel Mikheyev Salah satu program yang berlangsung di Kyrchyn adalah kawasan etnovillage yang menjadi ruang pertemuan budaya. Pengunjung dapat menyaksikan pertunjukan seni, mengikuti lokakarya kerajinan dan memasak, serta melihat berbagai tradisi yang ditampilkan dalam suasana yang menggambarkan kehidupan masyarakat nomaden. REUTERS/Pavel Mikheyev Kyrchyn juga menjadi lokasi pertandingan olahraga tradisional. Salah satunya adalah panahan berkuda yang mempertemukan atlet dari berbagai negara. Dalam pertandingan yang berlangsung pada 2-3 September, sebanyak 72 atlet putra dari 33 negara dan 45 atlet putri dari 32 negara ambil bagian. REUTERS/Pavel Mikheyev Olahraga tradisional lain yang menjadi bagian dari World Nomad Games antara lain kok-boru, gulat tradisional, tarik tambang, olahraga kekuatan, serta berbagai cabang yang menggunakan kuda sebagai bagian utama pertandingan. Olahraga tersebut merepresentasikan keterampilan yang secara historis berkembang dalam kehidupan masyarakat nomaden di kawasan Asia Tengah dan wilayah lainnya. REUTERS/Pavel Mikheyev;olahraga
164;Banyak orang urung coba yoga karena mikir harus lentur dulu atau paham semua gerakan sejak awal. Padahal yoga itu soal proses, bukan soal siapa yang paling jago pose susah, dan justru kelas outdoor jadi tempat paling santai buat memulai. Ground and Grow Yoga membuka kelas yang ramah untuk pemula, digelar di René Café, Cipayung, Jakarta Timur pada Minggu, 6 September 2026, pukul 07.00 WIB sampai 09.00 WIB. Suasana outdoor yang santai bikin siapa pun tidak perlu takut salah gerakan atau merasa dinilai orang lain. Kelas ini fokus ke mindful movement, jadi peserta diajak menyelaraskan napas dengan gerakan pelan-pelan tanpa tekanan buat langsung sempurna. Cocok banget buat kamu yang selama ini cuma nonton video yoga di media sosial tapi belum berani coba langsung. Persiapannya juga simpel. Peserta cukup membawa yoga mat sendiri dan pakaian olahraga yang nyaman dipakai gerak. Disarankan juga bawa tumbler, handuk, dan sunglasses supaya makin nyaman selama sesi berlangsung di ruang terbuka. Setiap peserta bakal dapat goodie bag saat registrasi di venue, jadi ada bonus tambahan selain pengalaman yoga itu sendiri. Selain jadi ajang olahraga ringan, momen ini juga bisa jadi cara buat ketemu orang baru dengan minat yang sama soal wellness dan gaya hidup lebih sadar diri. Kamu juga tidak perlu mikirin peralatan mahal, karena modal utama cuma niat dan yoga mat sendiri. Kalau selama ini alasan kamu belum mulai yoga cuma karena takut salah gerakan atau merasa belum siap, kelas ini didesain justru buat kamu yang masih di titik itu. Instruktur akan memandu step by step tanpa buru-buru. Jangan biarkan rasa ragu bikin kamu terus menunda, langsung amankan slotmu di detikevent sekarang juga! (bay/mrp);olahraga
